  2.5800000000e+05
8
100000000
  5.7776824622e+01   6.2087539547e+04
 -9.2576322396e+02   6.1006290610e+04
  6.7766999279e+03   5.2242510474e+04
  1.0000000000e+00   1.3577699670e-01
  0.0000000000e+00   0.0000000000e+00
  3.2126272377e-03   1.1690227148e-01
  0.0000000000e+00   0.0000000000e+00
  2.9867308351e-05   1.3893556873e-01
 -4.3855558987e-04   1.3651760691e-01
 -3.2496920180e-02   5.7537344479e-02
  0.0000000000e+00   0.0000000000e+00
 -2.8082007862e-04   6.0252877481e-02
  1.2030265514e-03   5.8992856371e-02
  3.5388976821e-03   7.2099735236e-02
  3.6624321318e-03   7.2478163051e-02
  2.3408876370e-03   3.6852264768e-02
  0.0000000000e+00   0.0000000000e+00
 -9.0901114350e-04   3.8129285472e-02
 -2.3148699993e-04   3.7053016710e-02
 -8.9396993960e-04   3.9701308524e-02
 -5.6180057673e-04   3.9660261020e-02
 -5.3228285033e-04   4.8829371017e-02
  4.2492417638e-04   4.8771837624e-02
  4.6142407927e-03   2.6268488643e-02
  0.0000000000e+00   0.0000000000e+00
  1.0152907263e-03   2.7299742653e-02
 -1.4425586145e-04   2.6271815261e-02
 -4.8669649674e-04   2.7668810375e-02
  7.6483950094e-05   2.7896773191e-02
 -2.1520413116e-04   3.0255499426e-02
 -6.5402600567e-04   3.0396205812e-02
 -4.1108284182e-04   3.7500373239e-02
  2.3558938080e-04   3.7449288649e-02
 -1.5416422557e-03   2.0714093217e-02
  0.0000000000e+00   0.0000000000e+00
  4.1859282425e-05   2.1407514848e-02
  5.4404523787e-05   2.0175734257e-02
  2.9650798880e-04   2.1444418375e-02
 -2.2828318685e-04   2.1555952300e-02
  3.6313739480e-04   2.2623536612e-02
 -2.3149090037e-04   2.2544649129e-02
  1.3870534496e-04   2.5149951376e-02
 -5.9781158865e-04   2.5144838700e-02
 -2.0271766668e-05   3.1075331275e-02
 -5.6594144075e-05   3.1084843194e-02
 -4.7792473679e-04   1.7164419470e-02
  0.0000000000e+00   0.0000000000e+00
 -5.4669440743e-04   1.7821388186e-02
 -5.2086924619e-04   1.6773603706e-02
 -1.0962285271e-04   1.7524311651e-02
 -3.6513681679e-05   1.7707083135e-02
 -2.8537134746e-05   1.8355837308e-02
  3.6483144210e-04   1.8399646829e-02
  3.2517258030e-04   1.9499149882e-02
  7.9757914082e-05   1.9491184177e-02
 -1.5439774965e-04   2.1971502329e-02
 -1.5107257054e-04   2.1978035221e-02
  5.3358420599e-05   2.7090908680e-02
  5.1311954910e-05   2.7119531551e-02
  4.4541198495e-04   1.4887748693e-02
  0.0000000000e+00   0.0000000000e+00
  3.0712302220e-04   1.5565065310e-02
  6.0450407416e-04   1.4383762673e-02
  3.0014321547e-04   1.5121250138e-02
  3.4472625905e-04   1.5276374527e-02
 -2.7345258729e-04   1.5634832145e-02
  4.2136940814e-05   1.5640202101e-02
 -4.8611244833e-05   1.6408542775e-02
  2.5453822677e-05   1.6374675095e-02
 -7.9793839429e-05   1.7516816474e-02
  1.7099371429e-04   1.7536717884e-02
  1.7232206533e-04   1.9894485319e-02
  7.5828570306e-05   1.9916664157e-02
  1.2859378494e-04   2.4497674607e-02
  1.3563446558e-04   2.4474702349e-02
 -5.2154359888e-05   1.3360847477e-02
  0.0000000000e+00   0.0000000000e+00
  1.4365110857e-05   1.3964678724e-02
  1.4218225119e-04   1.2788194859e-02
 -7.5557083968e-05   1.3466093051e-02
 -1.4442606050e-04   1.3688667484e-02
  9.4627635159e-05   1.3832244487e-02
  9.3388208767e-05   1.3846036273e-02
 -1.5316429731e-04   1.4349192748e-02
  6.1630666082e-05   1.4331541842e-02
  1.0083002461e-04   1.5060287334e-02
  5.7216800661e-05   1.5082991035e-02
 -1.7237336264e-04   1.6212744614e-02
  6.0259107077e-05   1.6233330677e-02
  1.1512479546e-04   1.8510791044e-02
 -6.5653124729e-05   1.8511005422e-02
  4.3906867596e-05   2.2699095931e-02
  6.3209815748e-05   2.2710819484e-02
