  2.5800000000e+05
8
100000000
 -1.6752995865e+01   1.7859669716e+01
  5.0970366661e+00   1.7304959669e+01
 -1.5353104456e+01   1.4153008451e+01
  1.0000000000e+00   0.0000000000e+00
  0.0000000000e+00   0.0000000000e+00
  7.3373472654e-21   3.1671485423e-05
  0.0000000000e+00   0.0000000000e+00
 -4.3169730878e-20   3.9966221387e-05
  7.0752368114e-21   3.8724895826e-05
 -3.8312640003e-02   1.7002643335e-05
  0.0000000000e+00   0.0000000000e+00
  1.7175504767e-05   1.7987293613e-05
  8.5245588053e-06   1.7430201108e-05
  5.9427672699e-03   2.2010787120e-05
 -2.1444385333e-06   2.1996457788e-05
 -3.5862121301e-06   1.1295582681e-05
  0.0000000000e+00   0.0000000000e+00
 -1.5692705689e-05   1.1992367406e-05
 -2.7616986046e-06   1.1407849015e-05
 -1.1941532067e-05   1.2315002341e-05
 -9.2998453083e-06   1.2297936545e-05
  3.7455109883e-06   1.5301815613e-05
 -4.8193561792e-07   1.5296632510e-05
  5.2697820566e-03   8.3070855636e-06
  0.0000000000e+00   0.0000000000e+00
 -4.5278315741e-06   8.6638765734e-06
 -7.2581921649e-06   8.1482653744e-06
 -1.0563082696e-03   8.8626302163e-06
  1.3662782752e-06   8.8397421472e-06
 -4.8770957995e-06   9.5534860044e-06
 -9.2143707160e-06   9.5519718486e-06
  1.1229906173e-04   1.1878712162e-05
  9.3210117977e-06   1.1879805587e-05
 -1.5532075571e-06   6.5538503205e-06
  0.0000000000e+00   0.0000000000e+00
  6.5476972357e-06   6.8775047498e-06
 -2.1163104249e-06   6.3671818529e-06
  4.1942319747e-06   6.8267333904e-06
 -2.3068227262e-06   6.8024809160e-06
  1.4693040936e-07   7.2434300634e-06
 -7.5042358017e-06   7.2410990617e-06
 -1.0538573240e-06   7.9342367643e-06
  7.9989851354e-06   7.9353582241e-06
  8.1269413704e-06   9.8702005648e-06
 -4.7492193418e-06   9.8697714838e-06
 -1.0586348571e-03   5.4476867940e-06
  0.0000000000e+00   0.0000000000e+00
  5.1932730180e-06   5.7312699698e-06
  6.7406960134e-07   5.2273593661e-06
  2.7487959019e-04   5.6220579154e-06
  6.9192780431e-07   5.5938032845e-06
  9.9089974652e-07   5.8305060983e-06
  3.0405533142e-06   5.8281038117e-06
 -3.1260877736e-05   6.2355698262e-06
  2.7111865693e-06   6.2360520615e-06
  8.5609025132e-06   6.9005091950e-06
 -7.1917008947e-06   6.8999189692e-06
  1.7326777184e-05   8.5838499015e-06
  1.4720839357e-06   8.5867184246e-06
  1.0240055860e-05   4.7045274072e-06
  0.0000000000e+00   0.0000000000e+00
 -5.7615638828e-06   4.9770770322e-06
  1.2706152368e-07   4.4687633120e-06
 -4.6022976654e-06   4.8226518266e-06
  1.3467432640e-05   4.7891690976e-06
  8.1954047025e-06   4.9499582874e-06
  5.4963766388e-06   4.9472874231e-06
  6.5456656394e-06   5.1787899145e-06
 -7.3263229188e-06   5.1790879273e-06
 -2.5462275980e-06   5.5666876923e-06
 -4.6167531269e-06   5.5663185795e-06
  2.0221038457e-06   6.2026865050e-06
  4.5524161454e-06   6.2032866648e-06
 -1.8889228910e-06   7.7196626333e-06
  1.4119017887e-05   7.7196833663e-06
  2.5483081247e-04   4.1858643995e-06
  0.0000000000e+00   0.0000000000e+00
 -2.2015296178e-06   4.4532107365e-06
  6.9239536790e-06   3.9357715583e-06
 -7.8532860062e-05   4.2738388801e-06
 -3.7363231071e-06   4.2371628553e-06
 -2.7980190568e-07   4.3511728936e-06
 -7.0063416827e-06   4.3483825024e-06
  1.2671988710e-05   4.5007025752e-06
  6.5840064601e-06   4.5010927716e-06
  3.4872514520e-06   4.7319554026e-06
  4.5640834364e-06   4.7323065599e-06
 -7.0014077640e-06   5.1038506218e-06
 -1.4355726920e-06   5.1056837295e-06
 -2.4388127638e-06   5.7188996443e-06
 -1.0281462563e-05   5.7176793735e-06
 -3.3712885115e-06   7.1193305372e-06
  8.5413363488e-07   7.1169480818e-06
