   16    1    1
  0.257909475310E+04  0.259600969207E+01  0.669535497580E+16
  0.446446269787E-03  0.160000000000E+02
  0.170928322456E+02  0.717935302007E+02  0.744898524671E+02
  0.913028644613E+01 -0.304853223494E-21  0.365203983366E-21
  0.100000000000E+01  0.155619065540E-21  0.741115642933E-23
  0.218471845005E-23 -0.524779764025E-01  0.923255993015E-23
 -0.110382198527E-22  0.825388488718E-01 -0.277453207145E-01
 -0.140008205540E-02  0.405582328268E-02  0.337933215101E-02
  0.179223081880E-02 -0.686770691937E-03 -0.103371969483E-01
 -0.121347810238E-01  0.128996190765E-01 -0.105760061989E-03
  0.136527947319E-03 -0.174966194715E-01  0.454262371882E-02
 -0.319330301545E-03 -0.141214727824E-03  0.175877613117E-01
 -0.893880796690E-02  0.568858091441E-03 -0.276932275121E-02
 -0.119873320673E-02 -0.845828347685E-03  0.356430569137E-03
  0.457741380055E-02  0.357650520150E-02  0.449969310508E-03
 -0.703935955705E-03 -0.101707437020E-01 -0.594819072280E-02
 -0.472044395416E-02 -0.120004447886E-03 -0.861105710924E-04
  0.649662471826E-02 -0.114520774057E-02  0.254145923808E-03
  0.380382451054E-04 -0.576293359057E-02  0.175037727599E-02
 -0.498427745758E-03  0.108926450132E-04  0.506182942732E-02
 -0.152214471989E-02 -0.366956608880E-03  0.166512572391E-02
  0.449186045505E-03  0.376182078832E-03 -0.191714325615E-03
 -0.260007332468E-02 -0.130138393723E-02 -0.150786398448E-03
  0.326851282343E-03  0.373456017637E-02  0.177544861642E-02
  0.165143337589E-03 -0.519997523760E-03 -0.647193390903E-02
 -0.214679457423E-02  0.163533075654E-02  0.408218754939E-03
  0.329608863601E-04 -0.295205528422E-02  0.145867030111E-03
 -0.327947210686E-03  0.129378221199E-03  0.301891128177E-02
 -0.145879740853E-03  0.637133597480E-03  0.190628115207E-03
 -0.223569270619E-02 -0.412639938554E-03 -0.603580820436E-03
 -0.294151306133E-03  0.250952966293E-02  0.154835364648E-02
  0.128107656856E-02 -0.438615101420E-03 -0.512244776503E-03
  0.291984119626E-03  0.544468498604E-03  0.171806966525E-02
  0.860257116730E-03 -0.289026856924E-03 -0.380559878624E-03
 -0.188835742581E-02 -0.118153217199E-02 -0.881395934414E-03
  0.237408159685E-03  0.245702709390E-02  0.137346013408E-02
 -0.942969020656E-03  0.359148052439E-03 -0.246220127361E-02
 -0.171164058070E-03 -0.175926332757E-02  0.285107922632E-02
 -0.171914840077E-02 -0.396033141164E-03 -0.117173112172E-02
  0.298422615219E-03 -0.344149058694E-03 -0.492567918771E-04
 -0.202408044222E-02 -0.103332770217E-02 -0.186553386167E-02
  0.912184334201E-03  0.108174198748E-02  0.355591935473E-02
 -0.887972096861E-03  0.437605003977E-03 -0.224912921904E-03
 -0.305124806680E-02 -0.346184639947E-03  0.254406381629E-02
  0.193905207176E-02 -0.520574109398E-02 -0.723089798582E-03
  0.262452482417E-02 -0.714025006335E-03 -0.224777812948E-02
 -0.139159568057E-02 -0.832482209500E-04 -0.113460855062E-02
 -0.109691189896E-02  0.629456916725E-02 -0.109167076722E-02
  0.201237235652E-02 -0.695410176290E-03 -0.263303311967E-03
