   16    1    1
  0.250460703359E+04  0.262120000000E+01  0.656507595644E+16
  0.437759264775E-03  0.160000000000E+02
  0.163331971032E+02  0.717855789530E+02  0.742026593887E+02
  0.866372482304E+01 -0.190916443044E+00  0.399217316703E-02
  0.100000000000E+01  0.189715046116E-02  0.611268432642E-02
 -0.146624049779E-02 -0.526581279894E-01  0.577668909710E-03
 -0.120793907743E-04  0.838930278952E-01 -0.262144234029E-01
 -0.173850597531E-02  0.274256282627E-02  0.341456047722E-02
  0.213598000511E-02 -0.896844885801E-03 -0.874732293870E-02
 -0.120987512908E-01  0.129301822398E-01 -0.361828651074E-03
  0.180638348672E-03 -0.176053802971E-01  0.433126860379E-02
 -0.102086299077E-03 -0.293079060150E-03  0.180401827712E-01
 -0.861242563694E-02  0.770132710127E-03 -0.217148611530E-02
 -0.120892998221E-02 -0.936236830651E-03  0.446488305741E-03
  0.386665073542E-02  0.356286857682E-02  0.516901415463E-03
 -0.767528397199E-03 -0.908023034879E-02 -0.612585202799E-02
 -0.483932113815E-02  0.112737238309E-03 -0.106303638678E-03
  0.649124101223E-02 -0.105169807107E-02  0.127354212046E-03
  0.254190074943E-03 -0.567377786343E-02  0.162281548475E-02
 -0.445519227703E-03 -0.236413677062E-03  0.533818412189E-02
 -0.147269060785E-02 -0.337620387751E-03  0.143240879746E-02
  0.507763604340E-03  0.416005437803E-03 -0.235689766512E-03
 -0.202652043604E-02 -0.142836091921E-02 -0.257338114977E-03
  0.412354348633E-03  0.325950413107E-02  0.208576623374E-02
  0.640059696471E-04 -0.469706263150E-03 -0.598338217994E-02
 -0.258180705766E-02  0.224827681384E-02 -0.188322578542E-04
  0.513210884044E-04 -0.302917863800E-02  0.264064794344E-03
 -0.930557051145E-04 -0.125056921287E-03  0.265015787726E-02
 -0.308977229289E-03  0.274189527326E-03  0.124256605905E-03
 -0.223993983270E-02 -0.473788082054E-04 -0.435761077074E-03
 -0.305624309113E-04  0.231404824559E-02  0.120218438388E-02
  0.142020076635E-03 -0.931712093742E-03 -0.245904640288E-03
 -0.178152547287E-03  0.118723531700E-03  0.115749847398E-02
  0.687832468766E-03  0.119149309899E-03 -0.209710402212E-03
 -0.157148553912E-02 -0.999216009810E-03 -0.481839292340E-04
  0.251777660587E-03  0.214993208187E-02  0.115757026111E-02
 -0.457294916746E-05 -0.226388017045E-03 -0.328364004452E-02
 -0.130889806493E-02 -0.119351990467E-02 -0.855753878689E-05
 -0.200050773459E-04  0.161925473042E-02 -0.409855475423E-04
  0.600489382934E-04  0.480460816190E-04 -0.144347267534E-02
 -0.164696181877E-04 -0.150068276571E-03 -0.440368130007E-04
  0.124043867227E-02  0.247101544259E-03  0.253326795661E-03
 -0.444745069918E-05 -0.113337755496E-02 -0.721754276682E-03
 -0.319654384232E-03  0.922071905629E-04  0.146165416040E-02
  0.178415105857E-02 -0.483974302487E-04  0.614414213867E-03
  0.133473276466E-03  0.621778692526E-04 -0.576305970772E-04
 -0.704990886596E-03 -0.376696025554E-03 -0.464676148335E-04
  0.104438008663E-03  0.858317971506E-03  0.560745231590E-03
  0.296481524300E-04 -0.131392238899E-03 -0.103517534708E-02
 -0.681951283691E-03 -0.228190813892E-04  0.130992206377E-03
  0.121849556314E-02  0.781068528086E-03  0.376556064346E-04
 -0.968241403533E-04 -0.157528029937E-02 -0.105291694152E-02
  0.694316480967E-03  0.134875901530E-04  0.466760332687E-05
 -0.947292915978E-03 -0.235752671991E-04 -0.359128532994E-04
 -0.991597091016E-05  0.857626898522E-03  0.928697907891E-04
  0.777723415181E-04  0.363598201659E-05 -0.749488066679E-03
 -0.239679857284E-03 -0.132716093899E-03  0.204224901069E-04
  0.670557816650E-03  0.481149923704E-03  0.187069790375E-03
 -0.653728054211E-04 -0.681235575672E-03 -0.846575171515E-03
 -0.210399563538E-03  0.119995247781E-03  0.982697860550E-03
  0.159536083074E-02  0.242206941948E-05 -0.414323250213E-03
 -0.792863220566E-04 -0.422911248376E-05  0.261447767424E-04
  0.451149238554E-03  0.226506813318E-03  0.696716881805E-05
 -0.499479670655E-04 -0.508816367401E-03 -0.346387282655E-03
 -0.128739946962E-04  0.683113294244E-04  0.563812752398E-03
  0.440136889820E-03  0.246443493454E-04 -0.768111692624E-04
 -0.597514072449E-03 -0.530000678380E-03 -0.475104870054E-04
  0.703329268647E-04  0.607389367427E-03  0.666249408512E-03
  0.846921793412E-04 -0.481025396460E-04 -0.658660004364E-03
 -0.106035046567E-02 -0.432776456164E-03 -0.122761443316E-04
  0.239183309977E-05  0.592791220038E-03  0.388984568942E-04
  0.202983345651E-04 -0.757059618149E-05 -0.541984580458E-03
 -0.996278425161E-04 -0.374132309503E-04  0.144802088256E-04
  0.477163848193E-03  0.196412983670E-03  0.643635420325E-04
 -0.258781691822E-04 -0.419045340288E-03 -0.333689494778E-03
 -0.986567710347E-04  0.452707910829E-04  0.385541522509E-03
  0.512762227574E-03  0.131071424045E-03 -0.731457932244E-04
 -0.396327933761E-03 -0.753915648486E-03 -0.141411043918E-03
  0.974537532757E-04  0.541996966090E-03  0.125298499820E-02
  0.188122714464E-04  0.287217656184E-03  0.505433713961E-04
 -0.229507041886E-04 -0.983655675354E-05 -0.301103533842E-03
 -0.146114459823E-03  0.129939721911E-04  0.214839784036E-04
  0.320429813480E-03  0.228617377233E-03  0.113356946424E-05
 -0.346869922086E-04 -0.332607468880E-03 -0.299362889310E-03
 -0.181593869173E-04  0.463261982327E-04  0.327164801336E-03
  0.370088441208E-03  0.396251584471E-04 -0.514810875314E-04
 -0.300075691714E-03 -0.462121382301E-03 -0.697061057018E-04
  0.467963665958E-04  0.253611682144E-03  0.615102630274E-03
  0.106546916283E-03 -0.348205011402E-04 -0.201836771597E-03
 -0.102201786733E-02  0.285750421244E-03  0.110840367759E-04
 -0.536286596409E-05 -0.392504580458E-03 -0.388651177203E-04
 -0.117459634293E-04  0.147346629367E-04  0.361008794311E-03
  0.880266746507E-04  0.159703600765E-04 -0.212414196666E-04
 -0.318016535989E-03 -0.154017787380E-03 -0.274671194942E-04
  0.261058322836E-04  0.273029929055E-03  0.238110298037E-03
  0.477995554925E-04 -0.326924383417E-04 -0.232439331415E-03
 -0.338556830421E-03 -0.741893327996E-04  0.438085531569E-04
  0.197795512840E-03  0.457220435747E-03  0.987885560258E-04
 -0.576599938913E-04 -0.168868787448E-03 -0.614541353525E-03
 -0.108251666570E-03  0.629239766737E-04  0.158768999520E-03
  0.963729776672E-03
    0
